name	taxid
Chobar Gorge virus	1679172
Corriparta virus	40053
Epizootic hemorrhagic disease virus	40054
Equine encephalosis virus	201490
Great Island virus	204269
Guangxi orbivirus	2306813
Lebombo virus	40057
Mobuck virus	1408137
Orungo virus	40058
Palyam virus	40059
Peruvian horse sickness virus	356862
St Croix River virus	104581
Stretch Lagoon orbivirus	559180
Umatilla virus	40060
Warrego virus	40062
Yunnan orbivirus	306276
Avian orthoreovirus	38170
Baboon orthoreovirus	75888
Broome virus	667093
Bush viper reovirus	1462685
Mammalian orthoreovirus	351073
Nelson Bay orthoreovirus	118027
Piscine orthoreovirus	1157337
Pteropine orthoreovirus	1459003
Reptilian orthoreovirus	226613
Bat rotavirus	1340801
Rotavirus A	28875
Rotavirus B	28876
Rotavirus C	36427
Rotavirus D	335100
Rotavirus F	183405
Rotavirus G	183407
Rotavirus H	1348384
Rotavirus I	1637496
Banna virus	77763
Kadipiro virus	104580
Liao ning virus	246280
Atlantic salmon swim bladder sarcoma virus	348296
Avian endogenous retrovirus EAV-HP	93465
Citrus endogenous pararetrovirus	1435008
Human endogenous retrovirus K	45617
Snakehead retrovirus	40270
Xenopus laevis endogenous retrovirus Xen1	204873
Avian carcinoma virus	11958
Avian leukosis virus	11864
Avian myeloblastosis virus	11866
Avian myelocytomatosis virus	11867
Avian sarcoma virus CT10	11878
Fujinami sarcoma virus	11885
Rous sarcoma virus	11886
UR2 sarcoma virus	354090
Y73 sarcoma virus	11884
Bovine retrovirus CH15	1822365
Desmodus rotundus endogenous retrovirus	1622024
Enzootic nasal tumour virus of goats	239365
Jaagsiekte sheep retrovirus	11746
Mason-Pfizer monkey virus	11855
Mouse mammary tumor virus	11757
Ovine enzootic nasal tumor virus	69576
Simian retrovirus 4	723802
Simian retrovirus 8	1904439
Squirrel monkey retrovirus	11856
Bovine foamy virus	207343
Bovine leukemia virus	11901
Human T-lymphotropic virus 4	318279
Primate T-lymphotropic virus 1	194440
Primate T-lymphotropic virus 2	194441
Primate T-lymphotropic virus 3	194443
Simian T-cell lymphotropic virus 6	481147
Walleye dermal sarcoma virus	39720
Walleye epidermal hyperplasia virus 1	64462
Walleye epidermal hyperplasia virus 2	64461
Equine foamy virus	109270
Feline foamy virus	53182
Puma feline foamy virus	2169894
Abelson murine leukemia virus	11788
Baboon endogenous virus	196403
Feline leukemia virus	11768
Finkel-Biskis-Jinkins murine sarcoma virus	353765
Gibbon ape leukemia virus	11840
Hardy-Zuckerman feline sarcoma virus	39746
Harvey murine sarcoma virus	11807
Kirsten murine sarcoma virus	11808
Koala retrovirus	394239
Moloney murine sarcoma virus	11809
Murine leukemia virus	11786
Murine leukemia-related retroviruses	99182
Murine osteosarcoma virus	11830
Mus musculus mobilized endogenous polytropic provirus	590745
Porcine type-C oncovirus	369960
RD114 retrovirus	11834
Reticuloendotheliosis virus	11636
Snyder-Theilen feline sarcoma virus	11780
Spleen focus-forming virus	11819
Woolly monkey sarcoma virus	11970
Bovine immunodeficiency virus	11657
Caprine arthritis encephalitis virus	11660
Equine infectious anemia virus	11665
Feline immunodeficiency virus	11673
Human immunodeficiency virus 1	11676
Human immunodeficiency virus 2	11709
Jembrana disease virus	36370
Ovine lentivirus	11663
Puma lentivirus	12804
Simian immunodeficiency virus	11723
Visna-maedi virus	2169971
Brown greater galago prosimian foamy virus	2170139
Bornean orangutan simian foamy virus	2170193
Central cimpanzee simian foamy virus	2170194
Eastern chimpanzee simian foamy virus	2170195
Guenon simian foamy virus	2170197
Japanese macaque simian foamy virus	2170198
Rhesus macaque simian foamy virus	2170199
Spider monkey simian foamy virus	2170200
Squirrel monkey simian foamy virus	2170201
Western lowland gorilla simian foamy virus	2170204
White-tufted-ear marmoset simian foamy virus	2170205
Yellow-breasted capuchin simian foamy virus	2170206
African green monkey simian foamy virus	338079
Macaque simian foamy virus	338478
Simian foamy virus	11642
Dolphin rhabdovirus	1511639
Farmington virus	1027468
Scophthalmus maximus rhabdovirus	936149
Siniperca chuatsi rhabdovirus	373862
Sunguru virus	1491491
Adelaide River ephemerovirus	1972589
Berrimah ephemerovirus	1972594
Bovine fever ephemerovirus	1972593
Kimberley ephemerovirus	1972595
Koolpinyah ephemerovirus	1972596
Flanders hapavirus	1972612
Marco hapavirus	1972620
Barur ledantevirus	1978534
Fikirini ledantevirus	1978545
Kern Canyon ledantevirus	1978537
Keuraliba ledantevirus	1978538
Kolente ledantevirus	1978546
Kumasi ledantevirus	1978543
Le Dantec ledantevirus	1978540
Mount Elgon bat ledantevirus	1978542
Nishimuro ledantevirus	1978536
Oita ledantevirus	1978544
Vaprio ledantevirus	2560829
Aravan lyssavirus	211977
Australian bat lyssavirus	90961
Bokeloh bat lyssavirus	1072176
Duvenhage lyssavirus	38767
European bat 1 lyssavirus	57482
European bat 2 lyssavirus	57483
Gannoruwa bat lyssavirus	1846259
Ikoma lyssavirus	1167696
Irkut lyssavirus	249583
Khujand lyssavirus	237716
Lagos bat lyssavirus	38766
Lleida bat lyssavirus	1213198
Lyssavirus Ozernoe	642022
Mokola lyssavirus	12538
Rabies lyssavirus	11292
Shimoni bat lyssavirus	746543
West Caucasian bat lyssavirus	249584
Hirame novirhabdovirus	1980915
Piscine novirhabdovirus	1980916
Salmonid novirhabdovirus	1980917
Snakehead novirhabdovirus	1980918
Anguillid perhabdovirus	1300113
Perch perhabdovirus	1256869
Sea trout perhabdovirus	179986
Carp sprivivirus	696863
Pike fry sprivivirus	219584
Almpiwar sripuvirus	1985693
Chaco sripuvirus	1985694
Sena Madureira sripuvirus	1985696
Bas-Congo tibrovirus	1987017
Coastal Plains tibrovirus	1972586
Ekpoma 1 tibrovirus	1987018
Ekpoma 2 tibrovirus	1987019
Tibrogargan tibrovirus	1972584
Durham tupavirus	1972581
Klamath tupavirus	1972588
Tupaia tupavirus	1972580
Alagoas vesiculovirus	1972579
American bat vesiculovirus	1972564
Carajas vesiculovirus	1972571
Chandipura vesiculovirus	1972576
Cocal vesiculovirus	1972572
Indiana vesiculovirus	1972577
Isfahan vesiculovirus	1972573
Jurona vesiculovirus	1972568
Maraba vesiculovirus	1972574
New Jersey vesiculovirus	1972578
Piry vesiculovirus	1972575
Yug Bogdanovac vesiculovirus	1972567
Chicken associated smacovirus	1932006
Bovine associated bovismacovirus 1	2169576
Bovine associated bovismacovirus 2	2169776
Bovine associated cosmacovirus 1	2169852
Bovine associated drosmacovirus 1	2169875
Camel associated drosmacovirus 1	2169876
Camel associated drosmacovirus 2	2169877
Bovine associated huchismacovirus 1	2169930
Bovine associated huchismacovirus 2	2169931
Chicken associated huchismacovirus 1	2169932
Chicken associated huchismacovirus 2	2169933
Human associated huchismacovirus 1	2169934
Human associated huchismacovirus 2	2169935
Human associated huchismacovirus 3	2169936
Human smacovirus 1	1595998
Alces alces faeces associated smacovirus MP78	2219142
Bovine associated porprismacovirus 1	2170104
Camel associated porprismacovirus 1	2170105
Camel associated porprismacovirus 2	2170106
Camel associated porprismacovirus 3	2170107
Camel associated porprismacovirus 4	2170108
Chimpanzee associated porprismacovirus 1	2170109
Chimpanzee associated porprismacovirus 2	2170110
Gorilla associated porprismacovirus 1	2170111
Howler monkey associated porprismacovirus 1	2170112
Human associated porprismacovirus 1	2170113
Human associated porprismacovirus 2	2170114
Human feces smacovirus 3	1820159
Lemur associated porprismacovirus 1	2170115
Porcine associated porprismacovirus 10	2170117
Porcine associated porprismacovirus 3	2170119
Porcine associated porprismacovirus 4	2170120
Porcine associated porprismacovirus 5	2170121
Porcine associated porprismacovirus 6	2170122
Porcine associated porprismacovirus 7	2170123
Porcine associated porprismacovirus 8	2170124
Porcine associated porprismacovirus 9	2170125
Rat associated porprismacovirus 1	2170126
Sheep associated porprismacovirus 1	2170127
Sheep associated porprismacovirus 2	2170128
Sheep associated porprismacovirus 3	2170129
Turkey associated porprismacovirus 1	2170130
Reptile sunshinevirus 1	1884453
Chinook salmon nidovirus 1	1986113
Shingleback nidovirus 1	1912590
Bovine torovirus	74501
Porcine torovirus	237020
Aura virus	44158
Barmah Forest virus	11020
Bebaru virus	59305
Cabassou virus	60879
Chikungunya virus	37124
Eastern equine encephalitis virus	11021
Everglades virus	2083198
Fort Morgan virus	48544
Getah virus	59300
Highlands J virus	11024
Madariaga virus	1440170
Mayaro virus	59301
Middelburg virus	11023
Mosso das Pedras virus	2083199
Mucambo virus	60875
Ndumu virus	59302
Onyong-nyong virus	2169701
Pixuna virus	60876
Rio Negro virus	332097
Ross River virus	11029
Salmon pancreas disease virus	84589
Semliki Forest virus	11033
Sindbis virus	11034
Tonate virus	60877
Una virus	59304
Venezuelan equine encephalitis virus	11036
Western equine encephalitis virus	11039
Whataroa virus	48543
Rubella virus	11041
Golden shiner totivirus	1856030
